[5, 'preprocessed/PRINCETON/train/plant/m974.ply', 'plant', 1772, 1209, 'triangles', 1.0, 0.3374956078391377, 0.19250901697385425, 1.0728294398118223, 3, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[319, 'preprocessed/PRINCETON/train/household/m567.ply', 'household', 5000, 3428, 'triangles', 0.7807911892638253, 1.0, 0.6369392208091734, 1.4196219398970331, 286, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[320, 'preprocessed/PRINCETON/train/household/m1796.ply', 'household', 2480, 1276, 'triangles', 0.9999999999999998, 0.6736779320840921, 0.6135770230057535, 1.3528927227750547, 287, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[321, 'preprocessed/PRINCETON/train/household/m522.ply', 'household', 5000, 2560, 'triangles', 1.0, 0.4927061962965845, 0.48210176944312944, 1.214570505145438, 288, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[323, 'preprocessed/PRINCETON/train/household/m755.ply', 'household', 5000, 2506, 'triangles', 1.0, 0.33318782330785246, 0.3254839678626575, 1.1031563528966528, 289, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[324, 'preprocessed/PRINCETON/train/household/m1614.ply', 'household', 5000, 2502, 'triangles', 1.0, 0.46782580280978414, 0.43346460230610134, 1.1860659944653187, 290, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[325, 'preprocessed/PRINCETON/train/household/m727.ply', 'household', 3720, 1868, 'triangles', 1.0, 0.4488743167615763, 0.06012643003515202, 1.097771989001789, 291, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[326, 'preprocessed/PRINCETON/train/household/m1704.ply', 'household', 5000, 2634, 'triangles', 0.8549471069421055, 0.7350444267003913, 1.0, 1.5070583482042037, 292, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[327, 'preprocessed/PRINCETON/train/household/m663.ply', 'household', 4999, 2544, 'triangles', 1.0, 0.556937202544945, 0.13196743955801693, 1.152212850423952, 293, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[328, 'preprocessed/PRINCETON/train/household/m728.ply', 'household', 4258, 2193, 'triangles', 1.0, 0.41009168086270603, 0.10278235730436294, 1.085697655742998, 294, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[329, 'preprocessed/PRINCETON/train/household/m484.ply', 'household', 5000, 2516, 'triangles', 1.0, 0.2741360981951864, 0.27840137220253913, 1.0736190778753596, 295, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[330, 'preprocessed/PRINCETON/train/household/m710.ply', 'household', 5000, 2540, 'triangles', 1.0, 0.2060598846323286, 0.05152362472631597, 1.0223088378565584, 296, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[331, 'preprocessed/PRINCETON/train/household/m1115.ply', 'household', 4999, 2727, 'triangles', 1.0, 0.1137977169012108, 0.11379775693320898, 1.0128671432399008, 297, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[332, 'preprocessed/PRINCETON/train/household/m1608.ply', 'household', 5000, 2502, 'triangles', 1.0, 0.8218921061512046, 0.8218979548354743, 1.5333045628042714, 298, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[333, 'preprocessed/PRINCETON/train/household/m668.ply', 'household', 4999, 2661, 'triangles', 0.9999999999999999, 0.25652457989254185, 0.0991711090257583, 1.0371305457628965, 299, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[334, 'preprocessed/PRINCETON/train/household/m692.ply', 'household', 4998, 1764, 'triangles', 0.9999999999999999, 0.15866299943856146, 0.07521210079420279, 1.0152983834798113, 300, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[335, 'preprocessed/PRINCETON/train/household/m563.ply', 'household', 4999, 2641, 'triangles', 1.0, 0.9331521908397185, 0.8390808646916506, 1.604627591923015, 301, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[337, 'preprocessed/PRINCETON/train/household/m489.ply', 'household', 4999, 2565, 'triangles', 1.0000000000000002, 0.5469980275634749, 0.3660499068066601, 1.1971630534022912, 302, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[338, 'preprocessed/PRINCETON/train/household/m544.ply', 'household', 5000, 2502, 'triangles', 0.9999999999999999, 0.6588942768552828, 0.6588990245056785, 1.3668539031539473, 303, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[339, 'preprocessed/PRINCETON/train/household/m1106.ply', 'household', 5000, 2568, 'triangles', 1.0, 0.282916992042219, 0.060586613879845486, 1.0410152554922731, 304, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[340, 'preprocessed/PRINCETON/train/household/m1610.ply', 'household', 5000, 2502, 'triangles', 1.0, 0.6520977483893846, 0.6525531977897352, 1.3605356112208582, 305, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[341, 'preprocessed/PRINCETON/train/household/m1611.ply', 'household', 5000, 2502, 'triangles', 1.0, 0.5123862703905786, 0.511917536096866, 1.2347466354877237, 306, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[342, 'preprocessed/PRINCETON/train/household/m488.ply', 'household', 5000, 2502, 'triangles', 1.0, 0.3857743227096057, 0.3682085102784827, 1.133313431978795, 307, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[343, 'preprocessed/PRINCETON/train/household/m686.ply', 'household', 3843, 2222, 'triangles', 0.9999999999999998, 0.228389592580041, 0.08524800449562732, 1.0292856883632275, 308, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[344, 'preprocessed/PRINCETON/train/household/m752.ply', 'household', 5000, 2508, 'triangles', 1.0, 0.382947550319222, 0.36049554667703215, 1.1298698444818613, 309, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[345, 'preprocessed/PRINCETON/train/household/m1764.ply', 'household', 4999, 2840, 'triangles', 0.9999999999999999, 0.9764786173614538, 0.7742714298393086, 1.597813110857945, 310, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[346, 'preprocessed/PRINCETON/train/household/m483.ply', 'household', 4999, 2669, 'triangles', 0.9999999999999999, 0.24777208789936953, 0.24742720677307156, 1.0595334964943472, 311, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[347, 'preprocessed/PRINCETON/train/household/m704.ply', 'household', 3802, 1903, 'triangles', 1.0, 0.06799157922946464, 0.03160197567333176, 1.0028068307069784, 312, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[348, 'preprocessed/PRINCETON/train/household/m1607.ply', 'household', 5000, 2502, 'triangles', 1.0, 0.5200172196624775, 0.5197127466236467, 1.2411765578468634, 313, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[349, 'preprocessed/PRINCETON/train/household/m1601.ply', 'household', 5000, 2502, 'triangles', 0.9999999999999999, 0.5569522524225912, 0.5576641071517844, 1.2732576596604452, 314, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[351, 'preprocessed/PRINCETON/train/household/m1747.ply', 'household', 5000, 2526, 'triangles', 1.0, 0.35422718691187693, 0.43722093413215224, 1.1474489292299215, 315, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[352, 'preprocessed/PRINCETON/train/household/m647.ply', 'household', 4998, 2899, 'triangles', 1.0, 0.5742683519214141, 0.4223294666080464, 1.2280660887688308, 316, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[353, 'preprocessed/PRINCETON/train/household/m523.ply', 'household', 5000, 2659, 'triangles', 0.9999999999999999, 0.43206773223541584, 0.3626094838055753, 1.148115047800002, 317, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[354, 'preprocessed/PRINCETON/train/household/m599.ply', 'household', 5000, 2657, 'triangles', 1.0, 0.5619903969945335, 0.41527595618798624, 1.2199538212989538, 318, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[355, 'preprocessed/PRINCETON/train/household/m566.ply', 'household', 4080, 2093, 'triangles', 0.9999999999999999, 0.9044188982354859, 0.2628480805338319, 1.3737039917412375, 319, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[356, 'preprocessed/PRINCETON/train/household/m1612.ply', 'household', 5000, 2522, 'triangles', 1.0000000000000002, 0.41308301143772574, 0.41309459798948345, 1.15813847238858, 320, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[357, 'preprocessed/PRINCETON/train/household/m528.ply', 'household', 5000, 2528, 'triangles', 1.0, 0.39920480121368596, 0.3482772203008673, 1.1316631546058913, 321, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[358, 'preprocessed/PRINCETON/train/household/m644.ply', 'household', 4999, 2822, 'triangles', 1.0, 0.6167308384018617, 0.6696164936973966, 1.3523103104197125, 322, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[359, 'preprocessed/PRINCETON/train/household/m1603.ply', 'household', 5000, 2503, 'triangles', 1.0, 0.3749249125873739, 0.3776255817387998, 1.1327708373992584, 323, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[360, 'preprocessed/PRINCETON/train/household/m1113.ply', 'household', 5000, 2504, 'triangles', 0.9999999999999999, 0.10778221887128522, 0.10853742396277058, 1.0116310489033498, 324, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[361, 'preprocessed/PRINCETON/train/household/m492.ply', 'household', 4879, 2441, 'triangles', 0.9999999999999999, 0.28408628277984255, 0.28408505156738195, 1.0776870290523637, 325, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[362, 'preprocessed/PRINCETON/train/household/m757.ply', 'household', 4999, 2552, 'triangles', 0.9999999999999999, 0.5462137664891594, 0.5641410220015662, 1.2714576561597501, 326, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[364, 'preprocessed/PRINCETON/train/household/m685.ply', 'household', 4999, 2514, 'triangles', 1.0, 0.32505392370672315, 0.19604598058551562, 1.0696233354881861, 327, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[366, 'preprocessed/PRINCETON/train/household/m600.ply', 'household', 4999, 2568, 'triangles', 1.0, 0.8407048795985683, 0.4969187131786774, 1.3977528043570493, 328, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[367, 'preprocessed/PRINCETON/train/household/m638.ply', 'household', 5000, 2591, 'triangles', 1.0, 0.29493353057460153, 0.09738007538363315, 1.0471239976903028, 329, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[368, 'preprocessed/PRINCETON/train/household/m503.ply', 'household', 5000, 2534, 'triangles', 0.9999999999999999, 0.8687592836486867, 0.683640469652063, 1.4906733326493342, 330, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[365, 'preprocessed/PRINCETON/train/household/m508.ply', 'household', 5000, 2504, 'triangles', 1.0, 0.8806497659391722, 0.5247465631374526, 1.4320974009379694, 1245, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[318, 'preprocessed/PRINCETON/train/household/m761.ply', 'household', 5000, 2504, 'triangles', 1.0, 0.5709282709833252, 0.5705392630895141, 1.285096938497145, 285, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[371, 'preprocessed/PRINCETON/train/household/m568.ply', 'household', 5000, 2540, 'triangles', 0.9579515884314147, 1.0, 0.4586513335684904, 1.458777670367361, 332, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[372, 'preprocessed/PRINCETON/train/household/m1635.ply', 'household', 5000, 2500, 'triangles', 0.9999999999999999, 0.8265057887311112, 0.6432671509929506, 1.4480692132465989, 333, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[374, 'preprocessed/PRINCETON/train/household/m683.ply', 'household', 5000, 2543, 'triangles', 1.0, 0.16398964195787044, 0.07227703401769914, 1.0159313816965525, 334, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[375, 'preprocessed/PRINCETON/train/household/m1598.ply', 'household', 5000, 2502, 'triangles', 0.9999999999999999, 0.43790607315023405, 0.4379072948923258, 1.1762331944906896, 335, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[376, 'preprocessed/PRINCETON/train/household/m1793.ply', 'household', 2360, 1200, 'triangles', 1.0, 0.8567564395077174, 0.6314471137793487, 1.4603961976594608, 336, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[377, 'preprocessed/PRINCETON/train/household/m1107.ply', 'household', 4999, 2529, 'triangles', 1.0, 0.28708895894166286, 0.08003957767498972, 1.04346844913519, 337, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[378, 'preprocessed/PRINCETON/train/household/m676.ply', 'household', 4999, 2539, 'triangles', 1.0, 0.2588423047778454, 0.18894089169173442, 1.0500942811462095, 338, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[379, 'preprocessed/PRINCETON/train/household/m1636.ply', 'household', 5000, 2502, 'triangles', 1.0, 0.8065683915088254, 0.6153547748516643, 1.424504850505563, 339, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[380, 'preprocessed/PRINCETON/train/household/m1727.ply', 'household', 5000, 2558, 'triangles', 0.9810534017006078, 0.9999999999999999, 0.08150634124220048, 1.4032494648675353, 340, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[381, 'preprocessed/PRINCETON/train/household/m706.ply', 'household', 4990, 1982, 'triangles', 1.0000000000000002, 0.27306164539334177, 0.06418449680250396, 1.0385963180248186, 341, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[382, 'preprocessed/PRINCETON/train/household/m759.ply', 'household', 5000, 2502, 'triangles', 0.9999999999999999, 0.3612098937475814, 0.3317079244498662, 1.1137785841377885, 342, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[383, 'preprocessed/PRINCETON/train/household/m1619.ply', 'household', 5000, 2516, 'triangles', 1.0, 0.34129589167247637, 0.2063914788819539, 1.0766059298683017, 343, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[384, 'preprocessed/PRINCETON/train/household/m540.ply', 'household', 5000, 2502, 'triangles', 0.9060902559815829, 1.0, 0.9277796705818073, 1.637612490526882, 344, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[385, 'preprocessed/PRINCETON/train/household/m667.ply', 'household', 4751, 2419, 'triangles', 0.9999999999999999, 0.38095791755479597, 0.08939700408534315, 1.0738346051823444, 345, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[386, 'preprocessed/PRINCETON/train/vehicle/m1494.ply', 'vehicle', 4980, 2803, 'triangles', 0.9999999999999999, 0.5268884265088469, 0.391368663789118, 1.1961525174429253, 346, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[388, 'preprocessed/PRINCETON/train/vehicle/m1421.ply', 'vehicle', 4999, 2902, 'triangles', 1.0, 0.628959852422866, 0.5461725422602857, 1.3014971924206586, 347, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[389, 'preprocessed/PRINCETON/train/vehicle/m1253.ply', 'vehicle', 4999, 2698, 'triangles', 1.0000000000000002, 0.7266075523032884, 0.2108586968219695, 1.2539616920343444, 348, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[390, 'preprocessed/PRINCETON/train/vehicle/m1321.ply', 'vehicle', 5000, 2659, 'triangles', 0.9999999999999998, 0.2928216638744035, 0.6676161682646905, 1.2375200503275094, 349, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[391, 'preprocessed/PRINCETON/train/vehicle/m1290.ply', 'vehicle', 3492, 1889, 'triangles', 0.9999999999999999, 0.48375495460798457, 0.10116087094929216, 1.115460612446263, 350, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[392, 'preprocessed/PRINCETON/train/vehicle/m1553.ply', 'vehicle', 4999, 3009, 'triangles', 0.9999999999999999, 0.4727150058240829, 0.3032808964643933, 1.1469257948496532, 351, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[393, 'preprocessed/PRINCETON/train/vehicle/m1408.ply', 'vehicle', 5000, 2561, 'triangles', 0.8494096909367823, 0.9999999999999998, 0.34756970479793076, 1.3573140840463715, 352, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[394, 'preprocessed/PRINCETON/train/vehicle/m738.ply', 'vehicle', 4999, 2689, 'triangles', 1.0, 0.9984498865118075, 0.5369575989662992, 1.5116962786760753, 353, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[395, 'preprocessed/PRINCETON/train/vehicle/m1410.ply', 'vehicle', 5000, 3313, 'triangles', 0.8441092105846715, 1.0, 0.2513285774404224, 1.3325488408430304, 354, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[396, 'preprocessed/PRINCETON/train/vehicle/m1555.ply', 'vehicle', 5000, 2816, 'triangles', 1.0000000000000002, 0.47907682208186164, 0.45768807655196286, 1.1995803336475184, 355, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[397, 'preprocessed/PRINCETON/train/vehicle/m1327.ply', 'vehicle', 5000, 2810, 'triangles', 1.0, 0.3279153473531175, 0.7570806194949236, 1.2964179647955103, 356, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[398, 'preprocessed/PRINCETON/train/vehicle/m1315.ply', 'vehicle', 5000, 2592, 'triangles', 0.8016216944247061, 1.0000000000000002, 0.19111789515273606, 1.2958099362251971, 357, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[399, 'preprocessed/PRINCETON/train/vehicle/m1373.ply', 'vehicle', 4999, 2619, 'triangles', 1.0, 0.46612946429675894, 0.26936684984819337, 1.1357091076867891, 358, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[401, 'preprocessed/PRINCETON/train/vehicle/m1500.ply', 'vehicle', 5000, 2514, 'triangles', 1.0000000000000002, 0.46399685179310773, 0.3791454887337667, 1.1657805883188663, 359, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[402, 'preprocessed/PRINCETON/train/vehicle/m1348.ply', 'vehicle', 5000, 2595, 'triangles', 1.0000000000000002, 0.34494825190148276, 0.3118949336470147, 1.10284529564421, 360, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[403, 'preprocessed/PRINCETON/train/vehicle/m1171.ply', 'vehicle', 4999, 2782, 'triangles', 1.0, 0.749472279185659, 0.2619488246265151, 1.276842153122679, 361, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[404, 'preprocessed/PRINCETON/train/vehicle/m1477.ply', 'vehicle', 4998, 2782, 'triangles', 1.0, 0.6277275520708379, 0.3722907471549723, 1.2379993053495846, 362, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[405, 'preprocessed/PRINCETON/train/vehicle/m1291.ply', 'vehicle', 5000, 2619, 'triangles', 1.0000000000000002, 0.6223283815137963, 0.1664319724136646, 1.1895344534224659, 363, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[406, 'preprocessed/PRINCETON/train/vehicle/m1140.ply', 'vehicle', 4999, 2634, 'triangles', 0.9999999999999998, 0.8717170358493497, 0.38287862190770267, 1.3807558182763227, 364, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[407, 'preprocessed/PRINCETON/train/vehicle/m1261.ply', 'vehicle', 5000, 2650, 'triangles', 1.0, 0.7374840793378213, 0.2192890916087047, 1.2617331227226005, 365, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[408, 'preprocessed/PRINCETON/train/vehicle/m1134.ply', 'vehicle', 5000, 2670, 'triangles', 1.0, 0.5474993021537704, 0.147530932913698, 1.1495742090118635, 366, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[409, 'preprocessed/PRINCETON/train/vehicle/m1352.ply', 'vehicle', 4999, 2542, 'triangles', 1.0, 0.3718821940698602, 0.3249536058253624, 1.1152987098553993, 367, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[410, 'preprocessed/PRINCETON/train/vehicle/m1579.ply', 'vehicle', 4999, 2619, 'triangles', 1.0, 0.347246522508428, 0.1825041720962975, 1.0741917520753692, 368, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[411, 'preprocessed/PRINCETON/train/vehicle/m1329.ply', 'vehicle', 5000, 2549, 'triangles', 1.0, 0.8217179172222512, 0.759189362986141, 1.5005295146565352, 369, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[412, 'preprocessed/PRINCETON/train/vehicle/m1516.ply', 'vehicle', 4999, 2370, 'triangles', 0.9999999999999999, 0.41783307986394125, 0.280872805800968, 1.1195865378196965, 370, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[414, 'preprocessed/PRINCETON/train/vehicle/m1545.ply', 'vehicle', 5000, 2672, 'triangles', 1.0, 0.44777444647014897, 0.2680042622941006, 1.1279752832041372, 371, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[415, 'preprocessed/PRINCETON/train/vehicle/m1303.ply', 'vehicle', 5000, 2606, 'triangles', 1.0, 0.727836492382408, 0.35779233831902885, 1.2875408020732102, 372, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[416, 'preprocessed/PRINCETON/train/vehicle/m1147.ply', 'vehicle', 5000, 2527, 'triangles', 1.0, 0.8986280280549656, 0.25447598193503485, 1.368316614745197, 373, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[417, 'preprocessed/PRINCETON/train/vehicle/m1126.ply', 'vehicle', 4172, 2222, 'triangles', 0.8032823701318774, 1.0, 0.22271606282955872, 1.301869813309682, 374, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[418, 'preprocessed/PRINCETON/train/vehicle/m1407.ply', 'vehicle', 5000, 2555, 'triangles', 0.8319236991939812, 1.0, 0.24091504680426135, 1.322927473846279, 375, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[419, 'preprocessed/PRINCETON/train/vehicle/m1547.ply', 'vehicle', 5000, 2566, 'triangles', 0.9999999999999999, 0.580001715723108, 0.23949960078135257, 1.180576998342834, 376, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[420, 'preprocessed/PRINCETON/train/vehicle/m1557.ply', 'vehicle', 5000, 2646, 'triangles', 0.9999999999999999, 0.40715403594415045, 0.38542295520142544, 1.1464402572231185, 377, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[421, 'preprocessed/PRINCETON/train/vehicle/m1181.ply', 'vehicle', 4999, 2514, 'triangles', 1.0, 0.7680595404652292, 0.2624952222069969, 1.287951551643601, 378, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[422, 'preprocessed/PRINCETON/train/vehicle/m1213.ply', 'vehicle', 4742, 2392, 'triangles', 1.0000000000000002, 0.4553803492274752, 0.15939722590130842, 1.110305695782729, 379, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[370, 'preprocessed/PRINCETON/train/household/m1616.ply', 'household', 4999, 2551, 'triangles', 0.9999999999999999, 0.3356632437339224, 0.18469585021549054, 1.0708792510273046, 331, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[425, 'preprocessed/PRINCETON/train/vehicle/m1313.ply', 'vehicle', 4999, 2641, 'triangles', 0.8434708250648107, 0.9999999999999999, 0.3138433423864251, 1.345340357045679, 381, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[427, 'preprocessed/PRINCETON/train/vehicle/m1175.ply', 'vehicle', 5000, 2548, 'triangles', 0.9999999999999999, 0.6739340160318823, 0.3138560628046424, 1.2460708993167655, 382, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[428, 'preprocessed/PRINCETON/train/vehicle/m1122.ply', 'vehicle', 4999, 3233, 'triangles', 0.9596399193271453, 1.0, 0.2823190244265889, 1.4144302055313267, 383, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[429, 'preprocessed/PRINCETON/train/vehicle/m1257.ply', 'vehicle', 5000, 2593, 'triangles', 0.9999999999999998, 0.566139170802761, 0.13984030608239353, 1.1576134380364003, 384, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[430, 'preprocessed/PRINCETON/train/vehicle/m1416.ply', 'vehicle', 5000, 2910, 'triangles', 0.9999999999999999, 0.538536203255436, 0.3005638696170105, 1.1748871783860488, 385, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[431, 'preprocessed/PRINCETON/train/vehicle/m1541.ply', 'vehicle', 4981, 2390, 'triangles', 1.0, 0.4669843049795059, 0.24328740840863, 1.1301606541493912, 386, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[432, 'preprocessed/PRINCETON/train/vehicle/m1251.ply', 'vehicle', 3686, 2159, 'triangles', 1.0, 0.6726773263305772, 0.32034135623532317, 1.247041847683525, 387, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[433, 'preprocessed/PRINCETON/train/vehicle/m1442.ply', 'vehicle', 5000, 2723, 'triangles', 1.0, 0.2959129230942208, 0.14795823099173375, 1.0533072183234906, 388, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[434, 'preprocessed/PRINCETON/train/vehicle/m1359.ply', 'vehicle', 4999, 2539, 'triangles', 0.9999999999999999, 0.468584377540833, 0.35221092526319775, 1.1591479002914544, 389, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[435, 'preprocessed/PRINCETON/train/vehicle/m1245.ply', 'vehicle', 5000, 2502, 'triangles', 0.787572368168204, 1.0, 0.27050567363531225, 1.3013237700783642, 390, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[436, 'preprocessed/PRINCETON/train/vehicle/m1412.ply', 'vehicle', 5000, 3245, 'triangles', 1.0, 0.3440979056860309, 0.29616707052134844, 1.0982341746452393, 391, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[437, 'preprocessed/PRINCETON/train/vehicle/m1540.ply', 'vehicle', 4999, 2561, 'triangles', 0.9999999999999999, 0.4218189588345193, 0.2560335588430509, 1.1151163245536655, 392, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[438, 'preprocessed/PRINCETON/train/vehicle/m1430.ply', 'vehicle', 4999, 2882, 'triangles', 1.0, 0.36309115262108355, 0.11999471223260753, 1.0706231438164846, 393, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[440, 'preprocessed/PRINCETON/train/vehicle/m1551.ply', 'vehicle', 4999, 2631, 'triangles', 1.0000000000000002, 0.4518816675007963, 0.25863008269981713, 1.1274247474224677, 394, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[441, 'preprocessed/PRINCETON/train/vehicle/m740.ply', 'vehicle', 5000, 2976, 'triangles', 1.0, 0.9994614439924855, 0.4804455531913877, 1.493235114645019, 395, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[442, 'preprocessed/PRINCETON/train/vehicle/m1203.ply', 'vehicle', 5000, 2508, 'triangles', 1.0, 0.5135028317671748, 0.27868153638698034, 1.1581660316879938, 396, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[443, 'preprocessed/PRINCETON/train/vehicle/m1301.ply', 'vehicle', 5000, 2502, 'triangles', 1.0, 0.6569357205658731, 0.11752162369480967, 1.2022378604050312, 397, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[444, 'preprocessed/PRINCETON/train/vehicle/m1501.ply', 'vehicle', 4997, 2615, 'triangles', 1.0000000000000002, 0.5376568854858793, 0.4333683718056496, 1.2152707814276849, 398, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
